Unnamed: 0,year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
30216,2008,VIRGINIA,VA,BEDFORD,51019,US PRESIDENT,BARACK OBAMA,DEMOCRAT,11017,35830,20220315,TOTAL
30217,2008,VIRGINIA,VA,BEDFORD,51019,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,24420,35830,20220315,TOTAL
30219,2008,VIRGINIA,VA,BLAND,51021,US PRESIDENT,BARACK OBAMA,DEMOCRAT,864,2959,20220315,TOTAL
30220,2008,VIRGINIA,VA,BLAND,51021,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2031,2959,20220315,TOTAL
30222,2008,VIRGINIA,VA,BOTETOURT,51023,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5693,17406,20220315,TOTAL
30223,2008,VIRGINIA,VA,BOTETOURT,51023,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,11471,17406,20220315,TOTAL
30225,2008,VIRGINIA,VA,BRUNSWICK,51025,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4973,7914,20220315,TOTAL
30226,2008,VIRGINIA,VA,BRUNSWICK,51025,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2877,7914,20220315,TOTAL
30228,2008,VIRGINIA,VA,BUCHANAN,51027,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4063,8734,20220315,TOTAL
30229,2008,VIRGINIA,VA,BUCHANAN,51027,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4541,8734,20220315,TOTAL
30231,2008,VIRGINIA,VA,BUCKINGHAM,51029,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3489,6994,20220315,TOTAL
30232,2008,VIRGINIA,VA,BUCKINGHAM,51029,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3428,6994,20220315,TOTAL
30234,2008,VIRGINIA,VA,CAMPBELL,51031,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8091,25814,20220315,TOTAL
30235,2008,VIRGINIA,VA,CAMPBELL,51031,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,17444,25814,20220315,TOTAL
30237,2008,VIRGINIA,VA,CAROLINE,51033,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7163,12919,20220315,TOTAL
30238,2008,VIRGINIA,VA,CAROLINE,51033,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5617,12919,20220315,TOTAL
30240,2008,VIRGINIA,VA,CARROLL,51035,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4109,12579,20220315,TOTAL
30241,2008,VIRGINIA,VA,CARROLL,51035,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8187,12579,20220315,TOTAL
30243,2008,VIRGINIA,VA,CHARLESCITY,51036,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2838,4153,20220315,TOTAL
30244,2008,VIRGINIA,VA,CHARLESCITY,51036,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1288,4153,20220315,TOTAL
30246,2008,VIRGINIA,VA,CHARLOTTE,51037,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2705,6157,20220315,TOTAL
30247,2008,VIRGINIA,VA,CHARLOTTE,51037,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3372,6157,20220315,TOTAL
30249,2008,VIRGINIA,VA,CHESTERFIELD,51041,US PRESIDENT,BARACK OBAMA,DEMOCRAT,74310,162088,20220315,TOTAL
30250,2008,VIRGINIA,VA,CHESTERFIELD,51041,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,86413,162088,20220315,TOTAL
30252,2008,VIRGINIA,VA,CLARKE,51043,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3457,7431,20220315,TOTAL
30253,2008,VIRGINIA,VA,CLARKE,51043,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3840,7431,20220315,TOTAL
30255,2008,VIRGINIA,VA,CRAIG,51045,US PRESIDENT,BARACK OBAMA,DEMOCRAT,877,2621,20220315,TOTAL
30256,2008,VIRGINIA,VA,CRAIG,51045,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1695,2621,20220315,TOTAL
30258,2008,VIRGINIA,VA,CULPEPER,51047,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8802,19741,20220315,TOTAL
30259,2008,VIRGINIA,VA,CULPEPER,51047,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,10711,19741,20220315,TOTAL
30261,2008,VIRGINIA,VA,CUMBERLAND,51049,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2255,4724,20220315,TOTAL
30262,2008,VIRGINIA,VA,CUMBERLAND,51049,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2418,4724,20220315,TOTAL
30264,2008,VIRGINIA,VA,DICKENSON,51051,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3278,6753,20220315,TOTAL
30265,2008,VIRGINIA,VA,DICKENSON,51051,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3324,6753,20220315,TOTAL
30267,2008,VIRGINIA,VA,DINWIDDIE,51053,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6246,12892,20220315,TOTAL
30268,2008,VIRGINIA,VA,DINWIDDIE,51053,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6526,12892,20220315,TOTAL
30270,2008,VIRGINIA,VA,ESSEX,51057,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2934,5364,20220315,TOTAL
30271,2008,VIRGINIA,VA,ESSEX,51057,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2379,5364,20220315,TOTAL
30273,2008,VIRGINIA,VA,FAIRFAX,51059,US PRESIDENT,BARACK OBAMA,DEMOCRAT,310359,516254,20220315,TOTAL
30274,2008,VIRGINIA,VA,FAIRFAX,51059,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,200994,516254,20220315,TOTAL
30276,2008,VIRGINIA,VA,FAUQUIER,51061,US PRESIDENT,BARACK OBAMA,DEMOCRAT,14616,34219,20220315,TOTAL
30277,2008,VIRGINIA,VA,FAUQUIER,51061,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,19227,34219,20220315,TOTAL
30279,2008,VIRGINIA,VA,FLOYD,51063,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2937,7516,20220315,TOTAL
30280,2008,VIRGINIA,VA,FLOYD,51063,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4441,7516,20220315,TOTAL
30282,2008,VIRGINIA,VA,FLUVANNA,51065,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6185,12735,20220315,TOTAL
30283,2008,VIRGINIA,VA,FLUVANNA,51065,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6420,12735,20220315,TOTAL
30285,2008,VIRGINIA,VA,FRANKLIN,51067,US PRESIDENT,BARACK OBAMA,DEMOCRAT,9618,25401,20220315,TOTAL
30286,2008,VIRGINIA,VA,FRANKLIN,51067,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,15414,25401,20220315,TOTAL
30288,2008,VIRGINIA,VA,FREDERICK,51069,US PRESIDENT,BARACK OBAMA,DEMOCRAT,12961,33612,20220315,TOTAL
30289,2008,VIRGINIA,VA,FREDERICK,51069,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,20149,33612,20220315,TOTAL
30291,2008,VIRGINIA,VA,GILES,51071,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3192,7795,20220315,TOTAL
30292,2008,VIRGINIA,VA,GILES,51071,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4462,7795,20220315,TOTAL
30294,2008,VIRGINIA,VA,GLOUCESTER,51073,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6916,19222,20220315,TOTAL
30295,2008,VIRGINIA,VA,GLOUCESTER,51073,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,12089,19222,20220315,TOTAL
30297,2008,VIRGINIA,VA,GOOCHLAND,51075,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4813,12562,20220315,TOTAL
30298,2008,VIRGINIA,VA,GOOCHLAND,51075,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,7643,12562,20220315,TOTAL
30300,2008,VIRGINIA,VA,GRAYSON,51077,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2480,7220,20220315,TOTAL
30301,2008,VIRGINIA,VA,GRAYSON,51077,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4540,7220,20220315,TOTAL
30303,2008,VIRGINIA,VA,GREENE,51079,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3174,8260,20220315,TOTAL
30304,2008,VIRGINIA,VA,GREENE,51079,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4980,8260,20220315,TOTAL
30306,2008,VIRGINIA,VA,GREENSVILLE,51081,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3122,4887,20220315,TOTAL
30307,2008,VIRGINIA,VA,GREENSVILLE,51081,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1729,4887,20220315,TOTAL
30309,2008,VIRGINIA,VA,HALIFAX,51083,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8126,16850,20220315,TOTAL
30310,2008,VIRGINIA,VA,HALIFAX,51083,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8600,16850,20220315,TOTAL
30312,2008,VIRGINIA,VA,HANOVER,51085,US PRESIDENT,BARACK OBAMA,DEMOCRAT,18447,56248,20220315,TOTAL
30313,2008,VIRGINIA,VA,HANOVER,51085,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,37344,56248,20220315,TOTAL
30315,2008,VIRGINIA,VA,HENRICO,51087,US PRESIDENT,BARACK OBAMA,DEMOCRAT,86323,154966,20220315,TOTAL
30316,2008,VIRGINIA,VA,HENRICO,51087,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,67381,154966,20220315,TOTAL
30318,2008,VIRGINIA,VA,HENRY,51089,US PRESIDENT,BARACK OBAMA,DEMOCRAT,11118,25215,20220315,TOTAL
30319,2008,VIRGINIA,VA,HENRY,51089,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,13758,25215,20220315,TOTAL
30321,2008,VIRGINIA,VA,HIGHLAND,51091,US PRESIDENT,BARACK OBAMA,DEMOCRAT,590,1554,20220315,TOTAL
30322,2008,VIRGINIA,VA,HIGHLAND,51091,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,930,1554,20220315,TOTAL
30324,2008,VIRGINIA,VA,ISLEOFWIGHT,51093,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8573,19997,20220315,TOTAL
30325,2008,VIRGINIA,VA,ISLEOFWIGHT,51093,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,11258,19997,20220315,TOTAL
30327,2008,VIRGINIA,VA,JAMESCITY,51095,US PRESIDENT,BARACK OBAMA,DEMOCRAT,17352,38603,20220315,TOTAL
30328,2008,VIRGINIA,VA,JAMESCITY,51095,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,20912,38603,20220315,TOTAL
30330,2008,VIRGINIA,VA,KINGANDQUEEN,51097,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1918,3705,20220315,TOTAL
30331,2008,VIRGINIA,VA,KINGANDQUEEN,51097,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1763,3705,20220315,TOTAL
30333,2008,VIRGINIA,VA,KINGGEORGE,51099,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4473,10474,20220315,TOTAL
30334,2008,VIRGINIA,VA,KINGGEORGE,51099,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5888,10474,20220315,TOTAL
30336,2008,VIRGINIA,VA,KINGWILLIAM,51101,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3344,8388,20220315,TOTAL
30337,2008,VIRGINIA,VA,KINGWILLIAM,51101,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4966,8388,20220315,TOTAL
30339,2008,VIRGINIA,VA,LANCASTER,51103,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3235,6938,20220315,TOTAL
30340,2008,VIRGINIA,VA,LANCASTER,51103,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3647,6938,20220315,TOTAL
30342,2008,VIRGINIA,VA,LEE,51105,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3219,9227,20220315,TOTAL
30343,2008,VIRGINIA,VA,LEE,51105,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5825,9227,20220315,TOTAL
30345,2008,VIRGINIA,VA,LOUDOUN,51107,US PRESIDENT,BARACK OBAMA,DEMOCRAT,74845,139459,20220315,TOTAL
30346,2008,VIRGINIA,VA,LOUDOUN,51107,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,63336,139459,20220315,TOTAL
30348,2008,VIRGINIA,VA,LOUISA,51109,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6978,15353,20220315,TOTAL
30349,2008,VIRGINIA,VA,LOUISA,51109,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8182,15353,20220315,TOTAL
30351,2008,VIRGINIA,VA,LUNENBURG,51111,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2703,5650,20220315,TOTAL
30352,2008,VIRGINIA,VA,LUNENBURG,51111,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2900,5650,20220315,TOTAL
30354,2008,VIRGINIA,VA,MADISON,51113,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2862,6699,20220315,TOTAL
30355,2008,VIRGINIA,VA,MADISON,51113,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3758,6699,20220315,TOTAL
30357,2008,VIRGINIA,VA,MATHEWS,51115,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1934,5440,20220315,TOTAL
30358,2008,VIRGINIA,VA,MATHEWS,51115,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3456,5440,20220315,TOTAL
30360,2008,VIRGINIA,VA,MECKLENBURG,51117,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7127,15082,20220315,TOTAL
30361,2008,VIRGINIA,VA,MECKLENBURG,51117,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,7817,15082,20220315,TOTAL
30363,2008,VIRGINIA,VA,MIDDLESEX,51119,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2391,6006,20220315,TOTAL
30364,2008,VIRGINIA,VA,MIDDLESEX,51119,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3545,6006,20220315,TOTAL
30366,2008,VIRGINIA,VA,MONTGOMERY,51121,US PRESIDENT,BARACK OBAMA,DEMOCRAT,21031,40653,20220315,TOTAL
30367,2008,VIRGINIA,VA,MONTGOMERY,51121,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,19028,40653,20220315,TOTAL
30369,2008,VIRGINIA,VA,NELSON,51125,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4391,8133,20220315,TOTAL
30370,2008,VIRGINIA,VA,NELSON,51125,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3647,8133,20220315,TOTAL
30372,2008,VIRGINIA,VA,NEWKENT,51127,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3493,9991,20220315,TOTAL
30373,2008,VIRGINIA,VA,NEWKENT,51127,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6385,9991,20220315,TOTAL
30375,2008,VIRGINIA,VA,NORTHAMPTON,51131,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3800,6586,20220315,TOTAL
30376,2008,VIRGINIA,VA,NORTHAMPTON,51131,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2713,6586,20220315,TOTAL
30378,2008,VIRGINIA,VA,NORTHUMBERLAND,51133,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3312,7406,20220315,TOTAL
30379,2008,VIRGINIA,VA,NORTHUMBERLAND,51133,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4041,7406,20220315,TOTAL
30381,2008,VIRGINIA,VA,NOTTOWAY,51135,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3413,6988,20220315,TOTAL
30382,2008,VIRGINIA,VA,NOTTOWAY,51135,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3499,6988,20220315,TOTAL
30384,2008,VIRGINIA,VA,ORANGE,51137,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7107,15801,20220315,TOTAL
30385,2008,VIRGINIA,VA,ORANGE,51137,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8506,15801,20220315,TOTAL
30387,2008,VIRGINIA,VA,PAGE,51139,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4235,10389,20220315,TOTAL
30388,2008,VIRGINIA,VA,PAGE,51139,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6041,10389,20220315,TOTAL
30390,2008,VIRGINIA,VA,PATRICK,51141,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2879,8531,20220315,TOTAL
30391,2008,VIRGINIA,VA,PATRICK,51141,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5491,8531,20220315,TOTAL
30393,2008,VIRGINIA,VA,PITTSYLVANIA,51143,US PRESIDENT,BARACK OBAMA,DEMOCRAT,11415,30433,20220315,TOTAL
30394,2008,VIRGINIA,VA,PITTSYLVANIA,51143,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,18730,30433,20220315,TOTAL
30396,2008,VIRGINIA,VA,POWHATAN,51145,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4237,14456,20220315,TOTAL
30397,2008,VIRGINIA,VA,POWHATAN,51145,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,10088,14456,20220315,TOTAL
30399,2008,VIRGINIA,VA,PRINCEEDWARD,51147,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5101,9388,20220315,TOTAL
30400,2008,VIRGINIA,VA,PRINCEEDWARD,51147,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4174,9388,20220315,TOTAL
30402,2008,VIRGINIA,VA,PRINCEGEORGE,51149,US PRESIDENT,BARACK OBAMA,DEMOCRAT,7130,16006,20220315,TOTAL
30403,2008,VIRGINIA,VA,PRINCEGEORGE,51149,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8752,16006,20220315,TOTAL
30405,2008,VIRGINIA,VA,PRINCEWILLIAM,51153,US PRESIDENT,BARACK OBAMA,DEMOCRAT,93435,162446,20220315,TOTAL
30406,2008,VIRGINIA,VA,PRINCEWILLIAM,51153,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,67621,162446,20220315,TOTAL
30408,2008,VIRGINIA,VA,PULASKI,51155,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5918,15050,20220315,TOTAL
30409,2008,VIRGINIA,VA,PULASKI,51155,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8857,15050,20220315,TOTAL
30411,2008,VIRGINIA,VA,RAPPAHANNOCK,51157,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2105,4405,20220315,TOTAL
30412,2008,VIRGINIA,VA,RAPPAHANNOCK,51157,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2227,4405,20220315,TOTAL
30414,2008,VIRGINIA,VA,RICHMOND,51159,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1618,3745,20220315,TOTAL
30415,2008,VIRGINIA,VA,RICHMOND,51159,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2092,3745,20220315,TOTAL
30417,2008,VIRGINIA,VA,ROANOKE,51161,US PRESIDENT,BARACK OBAMA,DEMOCRAT,19812,50975,20220315,TOTAL
30418,2008,VIRGINIA,VA,ROANOKE,51161,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,30571,50975,20220315,TOTAL
30420,2008,VIRGINIA,VA,ROCKBRIDGE,51163,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4347,10195,20220315,TOTAL
30421,2008,VIRGINIA,VA,ROCKBRIDGE,51163,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,5732,10195,20220315,TOTAL
30423,2008,VIRGINIA,VA,ROCKINGHAM,51165,US PRESIDENT,BARACK OBAMA,DEMOCRAT,10453,33334,20220315,TOTAL
30424,2008,VIRGINIA,VA,ROCKINGHAM,51165,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,22468,33334,20220315,TOTAL
30426,2008,VIRGINIA,VA,RUSSELL,51167,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4932,11494,20220315,TOTAL
30427,2008,VIRGINIA,VA,RUSSELL,51167,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6389,11494,20220315,TOTAL
30429,2008,VIRGINIA,VA,SCOTT,51169,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2725,9875,20220315,TOTAL
30430,2008,VIRGINIA,VA,SCOTT,51169,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6980,9875,20220315,TOTAL
30432,2008,VIRGINIA,VA,SHENANDOAH,51171,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6912,19223,20220315,TOTAL
30433,2008,VIRGINIA,VA,SHENANDOAH,51171,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,12005,19223,20220315,TOTAL
30435,2008,VIRGINIA,VA,SMYTH,51173,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4239,12302,20220315,TOTAL
30436,2008,VIRGINIA,VA,SMYTH,51173,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,7817,12302,20220315,TOTAL
30438,2008,VIRGINIA,VA,SOUTHAMPTON,51175,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4402,9067,20220315,TOTAL
30439,2008,VIRGINIA,VA,SOUTHAMPTON,51175,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4583,9067,20220315,TOTAL
30441,2008,VIRGINIA,VA,SPOTSYLVANIA,51177,US PRESIDENT,BARACK OBAMA,DEMOCRAT,24897,54069,20220315,TOTAL
30442,2008,VIRGINIA,VA,SPOTSYLVANIA,51177,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,28610,54069,20220315,TOTAL
30444,2008,VIRGINIA,VA,STAFFORD,51179,US PRESIDENT,BARACK OBAMA,DEMOCRAT,25716,55455,20220315,TOTAL
30445,2008,VIRGINIA,VA,STAFFORD,51179,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,29221,55455,20220315,TOTAL
30447,2008,VIRGINIA,VA,SURRY,51181,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2626,4325,20220315,TOTAL
30448,2008,VIRGINIA,VA,SURRY,51181,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1663,4325,20220315,TOTAL
30450,2008,VIRGINIA,VA,SUSSEX,51183,US PRESIDENT,BARACK OBAMA,DEMOCRAT,3301,5363,20220315,TOTAL
30451,2008,VIRGINIA,VA,SUSSEX,51183,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,2026,5363,20220315,TOTAL
30453,2008,VIRGINIA,VA,TAZEWELL,51185,US PRESIDENT,BARACK OBAMA,DEMOCRAT,5596,17061,20220315,TOTAL
30454,2008,VIRGINIA,VA,TAZEWELL,51185,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,11201,17061,20220315,TOTAL
30456,2008,VIRGINIA,VA,WARREN,51187,US PRESIDENT,BARACK OBAMA,DEMOCRAT,6997,16126,20220315,TOTAL
30457,2008,VIRGINIA,VA,WARREN,51187,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8879,16126,20220315,TOTAL
30459,2008,VIRGINIA,VA,WASHINGTON,51191,US PRESIDENT,BARACK OBAMA,DEMOCRAT,8063,24500,20220315,TOTAL
30460,2008,VIRGINIA,VA,WASHINGTON,51191,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,16077,24500,20220315,TOTAL
30462,2008,VIRGINIA,VA,WESTMORELAND,51193,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4577,8377,20220315,TOTAL
30463,2008,VIRGINIA,VA,WESTMORELAND,51193,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,3719,8377,20220315,TOTAL
30465,2008,VIRGINIA,VA,WISE,51195,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4995,14138,20220315,TOTAL
30466,2008,VIRGINIA,VA,WISE,51195,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8914,14138,20220315,TOTAL
30468,2008,VIRGINIA,VA,WYTHE,51197,US PRESIDENT,BARACK OBAMA,DEMOCRAT,4107,12491,20220315,TOTAL
30469,2008,VIRGINIA,VA,WYTHE,51197,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8207,12491,20220315,TOTAL
30471,2008,VIRGINIA,VA,YORK,51199,US PRESIDENT,BARACK OBAMA,DEMOCRAT,13700,33897,20220315,TOTAL
30472,2008,VIRGINIA,VA,YORK,51199,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,19833,33897,20220315,TOTAL
30474,2008,VIRGINIA,VA,ALEXANDRIA,51510,US PRESIDENT,BARACK OBAMA,DEMOCRAT,50473,70364,20220315,TOTAL
30475,2008,VIRGINIA,VA,ALEXANDRIA,51510,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,19181,70364,20220315,TOTAL
30477,2008,VIRGINIA,VA,BEDFORD,51515,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1208,2734,20220315,TOTAL
30478,2008,VIRGINIA,VA,BEDFORD,51515,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1497,2734,20220315,TOTAL
30480,2008,VIRGINIA,VA,BRISTOL,51520,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2665,7359,20220315,TOTAL
30481,2008,VIRGINIA,VA,BRISTOL,51520,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4579,7359,20220315,TOTAL
30483,2008,VIRGINIA,VA,BUENAVISTA,51530,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1108,2423,20220315,TOTAL
30484,2008,VIRGINIA,VA,BUENAVISTA,51530,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1282,2423,20220315,TOTAL
30486,2008,VIRGINIA,VA,CHARLOTTESVILLE,51540,US PRESIDENT,BARACK OBAMA,DEMOCRAT,15705,20044,20220315,TOTAL
30487,2008,VIRGINIA,VA,CHARLOTTESVILLE,51540,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,4078,20044,20220315,TOTAL
30489,2008,VIRGINIA,VA,CHESAPEAKE,51550,US PRESIDENT,BARACK OBAMA,DEMOCRAT,53994,107521,20220315,TOTAL
30490,2008,VIRGINIA,VA,CHESAPEAKE,51550,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,52625,107521,20220315,TOTAL
30492,2008,VIRGINIA,VA,COLONIALHEIGHTS,51570,US PRESIDENT,BARACK OBAMA,DEMOCRAT,2562,8849,20220315,TOTAL
30493,2008,VIRGINIA,VA,COLONIALHEIGHTS,51570,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,6161,8849,20220315,TOTAL
30495,2008,VIRGINIA,VA,COVINGTON,51580,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1304,2354,20220315,TOTAL
30496,2008,VIRGINIA,VA,COVINGTON,51580,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,1020,2354,20220315,TOTAL
30498,2008,VIRGINIA,VA,DANVILLE,51590,US PRESIDENT,BARACK OBAMA,DEMOCRAT,12352,20890,20220315,TOTAL
30499,2008,VIRGINIA,VA,DANVILLE,51590,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,8361,20890,20220315,TOTAL
30501,2008,VIRGINIA,VA,EMPORIA,51595,US PRESIDENT,BARACK OBAMA,DEMOCRAT,1702,2617,20220315,TOTAL
30502,2008,VIRGINIA,VA,EMPORIA,51595,US PRESIDENT,JOHN MCCAIN,REPUBLICAN,897,2617,20220315,TOTAL
