Unnamed: 0,year,state,state_po,county_name,county_fips,office,candidate,party,candidatevotes,totalvotes,version,mode
49048,2016,VIRGINIA,VA,LOUDOUN,51107,US PRESIDENT,DONALD TRUMP,REPUBLICAN,69949,183097,20220315,TOTAL
49050,2016,VIRGINIA,VA,LOUISA,51109,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6212,17631,20220315,TOTAL
49051,2016,VIRGINIA,VA,LOUISA,51109,US PRESIDENT,DONALD TRUMP,REPUBLICAN,10528,17631,20220315,TOTAL
49053,2016,VIRGINIA,VA,LUNENBURG,51111,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2227,5586,20220315,TOTAL
49054,2016,VIRGINIA,VA,LUNENBURG,51111,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3204,5586,20220315,TOTAL
49056,2016,VIRGINIA,VA,MADISON,51113,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2203,6979,20220315,TOTAL
49057,2016,VIRGINIA,VA,MADISON,51113,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4419,6979,20220315,TOTAL
49059,2016,VIRGINIA,VA,MATHEWS,51115,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1563,5311,20220315,TOTAL
49060,2016,VIRGINIA,VA,MATHEWS,51115,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3517,5311,20220315,TOTAL
49062,2016,VIRGINIA,VA,MECKLENBURG,51117,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6285,14945,20220315,TOTAL
49063,2016,VIRGINIA,VA,MECKLENBURG,51117,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8288,14945,20220315,TOTAL
49065,2016,VIRGINIA,VA,MIDDLESEX,51119,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2108,6017,20220315,TOTAL
49066,2016,VIRGINIA,VA,MIDDLESEX,51119,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3670,6017,20220315,TOTAL
49068,2016,VIRGINIA,VA,MONTGOMERY,51121,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,20021,43031,20220315,TOTAL
49069,2016,VIRGINIA,VA,MONTGOMERY,51121,US PRESIDENT,DONALD TRUMP,REPUBLICAN,19459,43031,20220315,TOTAL
49071,2016,VIRGINIA,VA,NELSON,51125,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3689,8318,20220315,TOTAL
49072,2016,VIRGINIA,VA,NELSON,51125,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4154,8318,20220315,TOTAL
49074,2016,VIRGINIA,VA,NEWKENT,51127,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3546,12242,20220315,TOTAL
49075,2016,VIRGINIA,VA,NEWKENT,51127,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8118,12242,20220315,TOTAL
49077,2016,VIRGINIA,VA,NORTHAMPTON,51131,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3255,6172,20220315,TOTAL
49078,2016,VIRGINIA,VA,NORTHAMPTON,51131,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2686,6172,20220315,TOTAL
49080,2016,VIRGINIA,VA,NORTHUMBERLAND,51133,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2852,7398,20220315,TOTAL
49081,2016,VIRGINIA,VA,NORTHUMBERLAND,51133,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4302,7398,20220315,TOTAL
49083,2016,VIRGINIA,VA,NOTTOWAY,51135,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2829,6744,20220315,TOTAL
49084,2016,VIRGINIA,VA,NOTTOWAY,51135,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3712,6744,20220315,TOTAL
49086,2016,VIRGINIA,VA,ORANGE,51137,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5957,17270,20220315,TOTAL
49087,2016,VIRGINIA,VA,ORANGE,51137,US PRESIDENT,DONALD TRUMP,REPUBLICAN,10521,17270,20220315,TOTAL
49089,2016,VIRGINIA,VA,PAGE,51139,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2514,10740,20220315,TOTAL
49090,2016,VIRGINIA,VA,PAGE,51139,US PRESIDENT,DONALD TRUMP,REPUBLICAN,7831,10740,20220315,TOTAL
49092,2016,VIRGINIA,VA,PATRICK,51141,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1768,8525,20220315,TOTAL
49093,2016,VIRGINIA,VA,PATRICK,51141,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6454,8525,20220315,TOTAL
49095,2016,VIRGINIA,VA,PITTSYLVANIA,51143,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,9199,31598,20220315,TOTAL
49096,2016,VIRGINIA,VA,PITTSYLVANIA,51143,US PRESIDENT,DONALD TRUMP,REPUBLICAN,21554,31598,20220315,TOTAL
49098,2016,VIRGINIA,VA,POWHATAN,51145,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4060,16900,20220315,TOTAL
49099,2016,VIRGINIA,VA,POWHATAN,51145,US PRESIDENT,DONALD TRUMP,REPUBLICAN,11885,16900,20220315,TOTAL
49101,2016,VIRGINIA,VA,PRINCEEDWARD,51147,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4591,9143,20220315,TOTAL
49102,2016,VIRGINIA,VA,PRINCEEDWARD,51147,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4101,9143,20220315,TOTAL
49104,2016,VIRGINIA,VA,PRINCEGEORGE,51149,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6419,16184,20220315,TOTAL
49105,2016,VIRGINIA,VA,PRINCEGEORGE,51149,US PRESIDENT,DONALD TRUMP,REPUBLICAN,9157,16184,20220315,TOTAL
49107,2016,VIRGINIA,VA,PRINCEWILLIAM,51153,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,113144,196538,20220315,TOTAL
49108,2016,VIRGINIA,VA,PRINCEWILLIAM,51153,US PRESIDENT,DONALD TRUMP,REPUBLICAN,71721,196538,20220315,TOTAL
49110,2016,VIRGINIA,VA,PULASKI,51155,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4172,15167,20220315,TOTAL
49111,2016,VIRGINIA,VA,PULASKI,51155,US PRESIDENT,DONALD TRUMP,REPUBLICAN,10322,15167,20220315,TOTAL
49113,2016,VIRGINIA,VA,RAPPAHANNOCK,51157,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1747,4483,20220315,TOTAL
49114,2016,VIRGINIA,VA,RAPPAHANNOCK,51157,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2539,4483,20220315,TOTAL
49116,2016,VIRGINIA,VA,RICHMOND,51159,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1347,3661,20220315,TOTAL
49117,2016,VIRGINIA,VA,RICHMOND,51159,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2213,3661,20220315,TOTAL
49119,2016,VIRGINIA,VA,ROANOKE,51161,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,17200,51489,20220315,TOTAL
49120,2016,VIRGINIA,VA,ROANOKE,51161,US PRESIDENT,DONALD TRUMP,REPUBLICAN,31408,51489,20220315,TOTAL
49122,2016,VIRGINIA,VA,ROCKBRIDGE,51163,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3508,10795,20220315,TOTAL
49123,2016,VIRGINIA,VA,ROCKBRIDGE,51163,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6680,10795,20220315,TOTAL
49125,2016,VIRGINIA,VA,ROCKINGHAM,51165,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,9366,37487,20220315,TOTAL
49126,2016,VIRGINIA,VA,ROCKINGHAM,51165,US PRESIDENT,DONALD TRUMP,REPUBLICAN,25990,37487,20220315,TOTAL
49128,2016,VIRGINIA,VA,RUSSELL,51167,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2330,12246,20220315,TOTAL
49129,2016,VIRGINIA,VA,RUSSELL,51167,US PRESIDENT,DONALD TRUMP,REPUBLICAN,9521,12246,20220315,TOTAL
49131,2016,VIRGINIA,VA,SCOTT,51169,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1581,10100,20220315,TOTAL
49132,2016,VIRGINIA,VA,SCOTT,51169,US PRESIDENT,DONALD TRUMP,REPUBLICAN,8247,10100,20220315,TOTAL
49134,2016,VIRGINIA,VA,SHENANDOAH,51171,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5273,20513,20220315,TOTAL
49135,2016,VIRGINIA,VA,SHENANDOAH,51171,US PRESIDENT,DONALD TRUMP,REPUBLICAN,14094,20513,20220315,TOTAL
49137,2016,VIRGINIA,VA,SMYTH,51173,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2665,12890,20220315,TOTAL
49138,2016,VIRGINIA,VA,SMYTH,51173,US PRESIDENT,DONALD TRUMP,REPUBLICAN,9750,12890,20220315,TOTAL
49140,2016,VIRGINIA,VA,SOUTHAMPTON,51175,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3595,8878,20220315,TOTAL
49141,2016,VIRGINIA,VA,SOUTHAMPTON,51175,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5035,8878,20220315,TOTAL
49143,2016,VIRGINIA,VA,SPOTSYLVANIA,51177,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,24207,62562,20220315,TOTAL
49144,2016,VIRGINIA,VA,SPOTSYLVANIA,51177,US PRESIDENT,DONALD TRUMP,REPUBLICAN,34623,62562,20220315,TOTAL
49146,2016,VIRGINIA,VA,STAFFORD,51179,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,27908,65934,20220315,TOTAL
49147,2016,VIRGINIA,VA,STAFFORD,51179,US PRESIDENT,DONALD TRUMP,REPUBLICAN,33868,65934,20220315,TOTAL
49149,2016,VIRGINIA,VA,SURRY,51181,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2272,4228,20220315,TOTAL
49150,2016,VIRGINIA,VA,SURRY,51181,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1819,4228,20220315,TOTAL
49152,2016,VIRGINIA,VA,SUSSEX,51183,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2879,5044,20220315,TOTAL
49153,2016,VIRGINIA,VA,SUSSEX,51183,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2055,5044,20220315,TOTAL
49155,2016,VIRGINIA,VA,TAZEWELL,51185,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2895,18566,20220315,TOTAL
49156,2016,VIRGINIA,VA,TAZEWELL,51185,US PRESIDENT,DONALD TRUMP,REPUBLICAN,15168,18566,20220315,TOTAL
49158,2016,VIRGINIA,VA,WARREN,51187,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5169,17960,20220315,TOTAL
49159,2016,VIRGINIA,VA,WARREN,51187,US PRESIDENT,DONALD TRUMP,REPUBLICAN,11773,17960,20220315,TOTAL
49161,2016,VIRGINIA,VA,WASHINGTON,51191,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5553,25847,20220315,TOTAL
49162,2016,VIRGINIA,VA,WASHINGTON,51191,US PRESIDENT,DONALD TRUMP,REPUBLICAN,19320,25847,20220315,TOTAL
49164,2016,VIRGINIA,VA,WESTMORELAND,51193,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3836,8574,20220315,TOTAL
49165,2016,VIRGINIA,VA,WESTMORELAND,51193,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4448,8574,20220315,TOTAL
49167,2016,VIRGINIA,VA,WISE,51195,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2701,15163,20220315,TOTAL
49168,2016,VIRGINIA,VA,WISE,51195,US PRESIDENT,DONALD TRUMP,REPUBLICAN,12086,15163,20220315,TOTAL
49170,2016,VIRGINIA,VA,WYTHE,51197,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2770,13343,20220315,TOTAL
49171,2016,VIRGINIA,VA,WYTHE,51197,US PRESIDENT,DONALD TRUMP,REPUBLICAN,10046,13343,20220315,TOTAL
49173,2016,VIRGINIA,VA,YORK,51199,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,12999,34118,20220315,TOTAL
49174,2016,VIRGINIA,VA,YORK,51199,US PRESIDENT,DONALD TRUMP,REPUBLICAN,18837,34118,20220315,TOTAL
49176,2016,VIRGINIA,VA,ALEXANDRIA,51510,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,57242,75770,20220315,TOTAL
49177,2016,VIRGINIA,VA,ALEXANDRIA,51510,US PRESIDENT,DONALD TRUMP,REPUBLICAN,13285,75770,20220315,TOTAL
49179,2016,VIRGINIA,VA,BEDFORD,51515,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,0,0,20220315,TOTAL
49180,2016,VIRGINIA,VA,BEDFORD,51515,US PRESIDENT,DONALD TRUMP,REPUBLICAN,0,0,20220315,TOTAL
49182,2016,VIRGINIA,VA,BRISTOL,51520,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1835,7032,20220315,TOTAL
49183,2016,VIRGINIA,VA,BRISTOL,51520,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4892,7032,20220315,TOTAL
49185,2016,VIRGINIA,VA,BUENAVISTA,51530,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,693,2407,20220315,TOTAL
49186,2016,VIRGINIA,VA,BUENAVISTA,51530,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1430,2407,20220315,TOTAL
49188,2016,VIRGINIA,VA,CHARLOTTESVILLE,51540,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,17901,22472,20220315,TOTAL
49189,2016,VIRGINIA,VA,CHARLOTTESVILLE,51540,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2960,22472,20220315,TOTAL
49191,2016,VIRGINIA,VA,CHESAPEAKE,51550,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,52627,112705,20220315,TOTAL
49192,2016,VIRGINIA,VA,CHESAPEAKE,51550,US PRESIDENT,DONALD TRUMP,REPUBLICAN,54047,112705,20220315,TOTAL
49194,2016,VIRGINIA,VA,COLONIALHEIGHTS,51570,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2367,8457,20220315,TOTAL
49195,2016,VIRGINIA,VA,COLONIALHEIGHTS,51570,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5681,8457,20220315,TOTAL
49197,2016,VIRGINIA,VA,COVINGTON,51580,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,914,2382,20220315,TOTAL
49198,2016,VIRGINIA,VA,COVINGTON,51580,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1349,2382,20220315,TOTAL
49200,2016,VIRGINIA,VA,DANVILLE,51590,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,11059,18952,20220315,TOTAL
49201,2016,VIRGINIA,VA,DANVILLE,51590,US PRESIDENT,DONALD TRUMP,REPUBLICAN,7303,18952,20220315,TOTAL
49203,2016,VIRGINIA,VA,EMPORIA,51595,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1530,2367,20220315,TOTAL
49204,2016,VIRGINIA,VA,EMPORIA,51595,US PRESIDENT,DONALD TRUMP,REPUBLICAN,789,2367,20220315,TOTAL
49206,2016,VIRGINIA,VA,FAIRFAX,51600,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,7367,12030,20220315,TOTAL
49207,2016,VIRGINIA,VA,FAIRFAX,51600,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3702,12030,20220315,TOTAL
49209,2016,VIRGINIA,VA,FALLSCHURCH,51610,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5819,7757,20220315,TOTAL
49210,2016,VIRGINIA,VA,FALLSCHURCH,51610,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1324,7757,20220315,TOTAL
49212,2016,VIRGINIA,VA,FRANKLIN,51620,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2519,4070,20220315,TOTAL
49213,2016,VIRGINIA,VA,FRANKLIN,51620,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1421,4070,20220315,TOTAL
49215,2016,VIRGINIA,VA,FREDERICKSBURG,51630,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,6707,11264,20220315,TOTAL
49216,2016,VIRGINIA,VA,FREDERICKSBURG,51630,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3744,11264,20220315,TOTAL
49218,2016,VIRGINIA,VA,GALAX,51640,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,681,2376,20220315,TOTAL
49219,2016,VIRGINIA,VA,GALAX,51640,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1603,2376,20220315,TOTAL
49221,2016,VIRGINIA,VA,HAMPTON,51650,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,41312,62356,20220315,TOTAL
49222,2016,VIRGINIA,VA,HAMPTON,51650,US PRESIDENT,DONALD TRUMP,REPUBLICAN,17902,62356,20220315,TOTAL
49224,2016,VIRGINIA,VA,HARRISONBURG,51660,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,10212,17993,20220315,TOTAL
49225,2016,VIRGINIA,VA,HARRISONBURG,51660,US PRESIDENT,DONALD TRUMP,REPUBLICAN,6262,17993,20220315,TOTAL
49227,2016,VIRGINIA,VA,HOPEWELL,51670,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4724,9008,20220315,TOTAL
49228,2016,VIRGINIA,VA,HOPEWELL,51670,US PRESIDENT,DONALD TRUMP,REPUBLICAN,3885,9008,20220315,TOTAL
49230,2016,VIRGINIA,VA,LEXINGTON,51678,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1514,2465,20220315,TOTAL
49231,2016,VIRGINIA,VA,LEXINGTON,51678,US PRESIDENT,DONALD TRUMP,REPUBLICAN,766,2465,20220315,TOTAL
49233,2016,VIRGINIA,VA,LYNCHBURG,51680,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,14792,35671,20220315,TOTAL
49234,2016,VIRGINIA,VA,LYNCHBURG,51680,US PRESIDENT,DONALD TRUMP,REPUBLICAN,17982,35671,20220315,TOTAL
49236,2016,VIRGINIA,VA,MANASSAS,51683,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,8423,15411,20220315,TOTAL
49237,2016,VIRGINIA,VA,MANASSAS,51683,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5953,15411,20220315,TOTAL
49239,2016,VIRGINIA,VA,MANASSASPARK,51685,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3204,5232,20220315,TOTAL
49240,2016,VIRGINIA,VA,MANASSASPARK,51685,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1733,5232,20220315,TOTAL
49242,2016,VIRGINIA,VA,MARTINSVILLE,51690,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3533,5907,20220315,TOTAL
49243,2016,VIRGINIA,VA,MARTINSVILLE,51690,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2149,5907,20220315,TOTAL
49245,2016,VIRGINIA,VA,NEWPORTNEWS,51700,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,45618,75715,20220315,TOTAL
49246,2016,VIRGINIA,VA,NEWPORTNEWS,51700,US PRESIDENT,DONALD TRUMP,REPUBLICAN,25468,75715,20220315,TOTAL
49248,2016,VIRGINIA,VA,NORFOLK,51710,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,57023,83388,20220315,TOTAL
49249,2016,VIRGINIA,VA,NORFOLK,51710,US PRESIDENT,DONALD TRUMP,REPUBLICAN,21552,83388,20220315,TOTAL
49251,2016,VIRGINIA,VA,NORTON,51720,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,383,1460,20220315,TOTAL
49252,2016,VIRGINIA,VA,NORTON,51720,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1021,1460,20220315,TOTAL
49254,2016,VIRGINIA,VA,PETERSBURG,51730,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,12021,13786,20220315,TOTAL
49255,2016,VIRGINIA,VA,PETERSBURG,51730,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1451,13786,20220315,TOTAL
49257,2016,VIRGINIA,VA,POQUOSON,51735,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,1601,7177,20220315,TOTAL
49258,2016,VIRGINIA,VA,POQUOSON,51735,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5092,7177,20220315,TOTAL
49260,2016,VIRGINIA,VA,PORTSMOUTH,51740,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,28497,43265,20220315,TOTAL
49261,2016,VIRGINIA,VA,PORTSMOUTH,51740,US PRESIDENT,DONALD TRUMP,REPUBLICAN,12795,43265,20220315,TOTAL
49263,2016,VIRGINIA,VA,RADFORD,51750,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,2925,6085,20220315,TOTAL
49264,2016,VIRGINIA,VA,RADFORD,51750,US PRESIDENT,DONALD TRUMP,REPUBLICAN,2638,6085,20220315,TOTAL
49266,2016,VIRGINIA,VA,RICHMOND,51760,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,81259,103484,20220315,TOTAL
49267,2016,VIRGINIA,VA,RICHMOND,51760,US PRESIDENT,DONALD TRUMP,REPUBLICAN,15581,103484,20220315,TOTAL
49269,2016,VIRGINIA,VA,ROANOKE,51770,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,22286,39466,20220315,TOTAL
49270,2016,VIRGINIA,VA,ROANOKE,51770,US PRESIDENT,DONALD TRUMP,REPUBLICAN,14789,39466,20220315,TOTAL
49272,2016,VIRGINIA,VA,SALEM,51775,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,4202,12225,20220315,TOTAL
49273,2016,VIRGINIA,VA,SALEM,51775,US PRESIDENT,DONALD TRUMP,REPUBLICAN,7226,12225,20220315,TOTAL
49275,2016,VIRGINIA,VA,STAUNTON,51790,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5333,11255,20220315,TOTAL
49276,2016,VIRGINIA,VA,STAUNTON,51790,US PRESIDENT,DONALD TRUMP,REPUBLICAN,5133,11255,20220315,TOTAL
49278,2016,VIRGINIA,VA,SUFFOLK,51800,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,23280,43240,20220315,TOTAL
49279,2016,VIRGINIA,VA,SUFFOLK,51800,US PRESIDENT,DONALD TRUMP,REPUBLICAN,18006,43240,20220315,TOTAL
49281,2016,VIRGINIA,VA,VIRGINIABEACH,51810,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,91032,203262,20220315,TOTAL
49282,2016,VIRGINIA,VA,VIRGINIABEACH,51810,US PRESIDENT,DONALD TRUMP,REPUBLICAN,98224,203262,20220315,TOTAL
49284,2016,VIRGINIA,VA,WAYNESBORO,51820,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,3764,9204,20220315,TOTAL
49285,2016,VIRGINIA,VA,WAYNESBORO,51820,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4801,9204,20220315,TOTAL
49287,2016,VIRGINIA,VA,WILLIAMSBURG,51830,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5206,7626,20220315,TOTAL
49288,2016,VIRGINIA,VA,WILLIAMSBURG,51830,US PRESIDENT,DONALD TRUMP,REPUBLICAN,1925,7626,20220315,TOTAL
49290,2016,VIRGINIA,VA,WINCHESTER,51840,US PRESIDENT,HILLARY CLINTON,DEMOCRAT,5164,10667,20220315,TOTAL
49291,2016,VIRGINIA,VA,WINCHESTER,51840,US PRESIDENT,DONALD TRUMP,REPUBLICAN,4790,10667,20220315,TOTAL
70379,2020,VIRGINIA,VA,ACCOMACK,51001,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,5495,16962,20220315,ABSENTEE
70380,2020,VIRGINIA,VA,ACCOMACK,51001,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,2072,16962,20220315,ELECTION DAY
70381,2020,VIRGINIA,VA,ACCOMACK,51001,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,11,16962,20220315,PROVISIONAL
70388,2020,VIRGINIA,VA,ACCOMACK,51001,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,3084,16962,20220315,ABSENTEE
70389,2020,VIRGINIA,VA,ACCOMACK,51001,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,6078,16962,20220315,ELECTION DAY
70390,2020,VIRGINIA,VA,ACCOMACK,51001,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,10,16962,20220315,PROVISIONAL
70391,2020,VIRGINIA,VA,ALBEMARLE,51003,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,33416,64657,20220315,ABSENTEE
70392,2020,VIRGINIA,VA,ALBEMARLE,51003,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,8716,64657,20220315,ELECTION DAY
70393,2020,VIRGINIA,VA,ALBEMARLE,51003,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,334,64657,20220315,PROVISIONAL
70400,2020,VIRGINIA,VA,ALBEMARLE,51003,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,9124,64657,20220315,ABSENTEE
70401,2020,VIRGINIA,VA,ALBEMARLE,51003,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,11587,64657,20220315,ELECTION DAY
70402,2020,VIRGINIA,VA,ALBEMARLE,51003,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,93,64657,20220315,PROVISIONAL
70403,2020,VIRGINIA,VA,ALLEGHANY,51005,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1250,8203,20220315,ABSENTEE
70404,2020,VIRGINIA,VA,ALLEGHANY,51005,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,993,8203,20220315,ELECTION DAY
70405,2020,VIRGINIA,VA,ALLEGHANY,51005,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,0,8203,20220315,PROVISIONAL
70412,2020,VIRGINIA,VA,ALLEGHANY,51005,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,1450,8203,20220315,ABSENTEE
70413,2020,VIRGINIA,VA,ALLEGHANY,51005,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,4409,8203,20220315,ELECTION DAY
70414,2020,VIRGINIA,VA,ALLEGHANY,51005,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,0,8203,20220315,PROVISIONAL
70415,2020,VIRGINIA,VA,AMELIA,51007,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1719,7894,20220315,ABSENTEE
70416,2020,VIRGINIA,VA,AMELIA,51007,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,673,7894,20220315,ELECTION DAY
70417,2020,VIRGINIA,VA,AMELIA,51007,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,19,7894,20220315,PROVISIONAL
70424,2020,VIRGINIA,VA,AMELIA,51007,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2595,7894,20220315,ABSENTEE
70425,2020,VIRGINIA,VA,AMELIA,51007,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,2778,7894,20220315,ELECTION DAY
70426,2020,VIRGINIA,VA,AMELIA,51007,US PRESIDENT,DONALD J TRUMP,REPUBLICAN,17,7894,20220315,PROVISIONAL
70427,2020,VIRGINIA,VA,AMHERST,51009,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,3871,17005,20220315,ABSENTEE
70428,2020,VIRGINIA,VA,AMHERST,51009,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,1746,17005,20220315,ELECTION DAY
70429,2020,VIRGINIA,VA,AMHERST,51009,US PRESIDENT,JOSEPH R BIDEN JR,DEMOCRAT,55,17005,20220315,PROVISIONAL
