state,county,M_18_to_29,M_30_to_49,M_50_to_64,M_65_plus,F_18_to_29,F_30_to_49,F_50_to_64,F_65_plus,income_under_30000,income_30000_to_49999,income_50000_to_99999,income_100000_plus
Minnesota,COOKCOUNTY,297,584,633,689,282,568,682,760,491,598,1007,601
Minnesota,COTTONWOODCOUNTY,724,1177,1133,949,652,1192,1079,1409,1245,1198,1639,868
Minnesota,CROWWINGCOUNTY,4130,7237,6832,6211,3902,6845,7276,7660,6570,5306,9170,6665
Minnesota,DAKOTACOUNTY,30630,56837,42402,24205,29295,57363,44817,33527,20819,21867,49466,71395
Minnesota,DODGECOUNTY,1390,2794,2086,1328,1344,2637,2031,1639,820,1193,2962,2841
Minnesota,DOUGLASCOUNTY,2546,4343,3884,3751,2248,4045,3957,4554,3472,2849,6024,4556
Minnesota,FARIBAULTCOUNTY,832,1496,1608,1157,735,1389,1512,1735,1543,1225,2153,1158
Minnesota,FILLMORECOUNTY,1258,2410,2190,1737,1178,2258,2188,2371,1708,1707,3023,2297
Minnesota,FREEBORNCOUNTY,1836,3461,3385,2754,1815,3306,3231,3654,3070,3046,4463,2630
Minnesota,GOODHUECOUNTY,3017,5542,5103,3522,2694,5469,5181,4910,3563,3506,6653,6042
Minnesota,GRANTCOUNTY,332,677,616,617,298,614,621,718,589,523,973,512
Minnesota,HENNEPINCOUNTY,108116,178743,116299,68866,105753,173920,120061,99224,87373,70355,147480,209275
Minnesota,HOUSTONCOUNTY,1082,2109,2156,1621,983,2071,2161,2127,1646,1452,3113,1978
Minnesota,HUBBARDCOUNTY,1147,2225,2501,2404,1020,2122,2417,2703,2154,1634,3118,1957
Minnesota,ISANTICOUNTY,2711,5196,4496,2530,2687,4902,4213,3391,2284,2385,5576,5013
Minnesota,ITASCACOUNTY,2733,5008,5060,4560,2424,4838,5108,5507,5130,3624,6304,4501
Minnesota,JACKSONCOUNTY,620,1172,1124,835,552,1051,1045,1166,859,897,1745,1004
Minnesota,KANABECCOUNTY,1022,1833,1909,1466,925,1851,1814,1745,1448,1403,2227,1513
Minnesota,KANDIYOHICOUNTY,3317,4887,4235,3330,2930,4657,4321,4376,3698,2818,6024,4295
Minnesota,KITTSONCOUNTY,264,445,495,427,233,395,468,579,382,356,677,358
Minnesota,KOOCHICHINGCOUNTY,744,1276,1542,1242,681,1256,1508,1637,1410,1469,1927,1107
Minnesota,LACQUIPARLECOUNTY,345,666,786,721,339,668,722,962,717,627,1075,665
Minnesota,LAKECOUNTY,603,1178,1356,1177,531,1068,1225,1392,1105,801,1851,1456
Minnesota,LAKEOFTHEWOODSCOUNTY,183,432,535,423,163,332,457,447,423,323,540,244
Minnesota,LESUEURCOUNTY,1806,3585,3156,2136,1753,3432,2967,2642,1787,1763,4052,3574
Minnesota,LINCOLNCOUNTY,301,604,603,514,299,563,533,772,661,567,759,568
Minnesota,LYONCOUNTY,2149,3099,2266,1616,2109,2947,2410,2279,2548,1946,3299,2343
Minnesota,MCLEODCOUNTY,2435,4477,3638,2624,2337,4335,3661,3679,2925,2470,5605,3757
Minnesota,MAHNOMENCOUNTY,367,546,508,424,370,531,487,519,614,467,557,318
Minnesota,MARSHALLCOUNTY,649,1026,1044,814,517,981,967,1066,830,794,1379,969
Minnesota,MARTINCOUNTY,1236,2158,2149,1777,1227,1941,2139,2477,2129,1921,2910,1848
Minnesota,MEEKERCOUNTY,1544,2650,2544,1966,1305,2522,2387,2391,1851,1791,3326,2417
Minnesota,MILLELACSCOUNTY,1727,3138,2816,2005,1598,3009,2745,2539,2738,1945,3649,2360
Minnesota,MORRISONCOUNTY,2092,3884,3662,2721,1922,3707,3579,3434,3318,2421,4592,3190
Minnesota,MOWERCOUNTY,2851,4900,3936,2768,2598,4615,3723,4025,3903,3533,5232,3351
Minnesota,MURRAYCOUNTY,463,829,887,901,455,797,916,1099,866,621,1267,915
Minnesota,NICOLLETCOUNTY,3425,4234,3213,2213,3283,4019,3044,2879,2452,2346,4123,3970
Minnesota,NOBLESCOUNTY,1706,2580,2286,1439,1510,2247,1800,1947,1857,1555,2644,1636
Minnesota,NORMANCOUNTY,404,711,688,547,364,722,678,725,687,520,912,617
Minnesota,OLMSTEDCOUNTY,11437,20581,14270,9210,11879,20498,15249,13509,10125,9016,20121,24609
Minnesota,OTTERTAILCOUNTY,3501,5992,6722,5705,3202,5789,6622,7288,5655,4950,8241,5960
Minnesota,PENNINGTONCOUNTY,1051,1721,1460,973,981,1706,1356,1446,1267,1157,2118,1450
Minnesota,PINECOUNTY,2074,4043,3675,2628,1457,2989,3255,3121,2972,2160,3805,2283
Minnesota,PIPESTONECOUNTY,521,985,950,738,551,983,898,1126,1013,1013,1251,840
Minnesota,POLKCOUNTY,2436,3681,3158,2339,2113,3462,3133,3120,3472,1897,4004,3065
Minnesota,POPECOUNTY,646,1270,1191,1089,582,1187,1249,1440,1070,965,1650,1349
Minnesota,RAMSEYCOUNTY,49769,70841,47042,29743,50789,71250,50598,45053,42798,35587,64379,68338
Minnesota,REDLAKECOUNTY,206,460,448,333,193,479,415,417,423,328,520,421
Minnesota,REDWOODCOUNTY,977,1634,1617,1267,921,1562,1473,1764,1516,1172,2256,1314
Minnesota,RENVILLECOUNTY,966,1610,1660,1252,800,1561,1570,1610,1422,1083,2294,1263
Minnesota,RICECOUNTY,6852,8675,6375,4263,6415,7252,6039,5661,4445,3602,7634,7433
Minnesota,ROCKCOUNTY,613,1045,892,732,624,1095,937,1032,894,642,1338,1129
Minnesota,ROSEAUCOUNTY,1077,1802,1849,1143,897,1635,1663,1386,1139,1151,2339,1367
Minnesota,ST.LOUISCOUNTY,18823,23131,20691,16136,17968,21350,21001,20739,22746,15756,26726,21335
Minnesota,SCOTTCOUNTY,9828,21233,14415,6597,9670,21506,14079,8647,4800,6317,14019,25913
Minnesota,SHERBURNECOUNTY,7570,14053,9562,4427,6336,13355,9044,5797,3661,4477,10840,13887
Minnesota,SIBLEYCOUNTY,994,1837,1718,1107,870,1699,1547,1489,1124,1298,2098,1605
Minnesota,STEARNSCOUNTY,17448,18583,14591,9692,16309,17445,14392,12870,12744,10432,20204,16623
Minnesota,STEELECOUNTY,2515,4676,3660,2513,2239,4185,3813,3513,2969,2473,4952,4461
Minnesota,STEVENSCOUNTY,1172,1013,843,654,1228,1018,770,911,860,522,1260,1015
Minnesota,SWIFTCOUNTY,585,1052,1008,782,554,998,962,1129,1200,889,1275,966
Minnesota,TODDCOUNTY,1560,2667,2775,2362,1392,2507,2589,2659,2502,2108,3486,1872
Minnesota,TRAVERSECOUNTY,265,329,347,305,200,300,372,437,408,417,491,322
Minnesota,WABASHACOUNTY,1237,2469,2526,2082,1253,2330,2454,2411,1859,1593,3243,2587
Minnesota,WADENACOUNTY,837,1456,1433,1159,871,1415,1301,1603,1576,1575,1730,889
Minnesota,WASECACOUNTY,1173,2139,1873,1391,1313,2623,1853,1756,1709,1454,2613,1824
Minnesota,WASHINGTONCOUNTY,17989,33574,26702,16122,16605,33995,28084,21037,9968,10212,28860,46712
Minnesota,WATONWANCOUNTY,778,1180,1046,889,700,1191,1155,1153,1208,897,1267,1045
Minnesota,WILKINCOUNTY,391,797,791,461,325,688,675,660,584,721,952,610
Minnesota,WINONACOUNTY,6417,5489,4680,3591,6801,4981,4725,4596,4552,3877,6309,4882
Minnesota,WRIGHTCOUNTY,8927,19175,13266,7387,8581,18610,12685,9132,6198,6046,15728,20956
Minnesota,YELLOWMEDICINECOUNTY,673,1136,1055,763,589,1005,1039,1098,874,640,1534,931
Mississippi,ADAMSCOUNTY,2168,4208,3087,2328,2431,3428,3325,3345,5408,2426,2192,1139
